id_cliente,nombre,es_platinum,hash_clave
C0247,Cliente 0247,true,6f15513fdf8d988a2b802e370b0591e059c900ed2fcfcdd69c359226a574d7e3
C0248,Cliente 0248,false,cf784f2387c463fda1ff34d410dcf86689d4b51daca42c4d96000fe54ddb3b24
C0249,Cliente 0249,false,c73716f89d2cdae397f2f336ca2e8c89b1d3970eeb17783d3b91f2b11ff256de
C0250,Cliente 0250,true,61a3069260e5adbed7096fbb8de3dfdc89968869d3a30341f8c48c1d6259c400
C0251,Cliente 0251,false,49de46b293f78a9ca64bbd2acdbd8ded288f52f55511cc4f5b939400e4175a6f
C0252,Cliente 0252,false,dd3c8af5c691b2343aad742bd541c1e89c06493266e5d3e16dfd666881920f75
C0253,Cliente 0253,true,62abf1c6f35d039c1dac1a9a4f39b8b3bd2912a57319df2034e1b702f2e4a123
C0254,Cliente 0254,false,7890e8603e8e1bd59cb2583733e0198b071429e15f029696e87541c34c1f6d4f
C0255,Cliente 0255,false,256509ce1e39a713f660e9a2ec4dd890c7156ec43c1e4b107a934aa20b0f1f79
C0256,Cliente 0256,false,b7c2c6bad0973bf200b647e8a5c0a3946f0420a45febf8eee3eb36b8cebc4bc3
C0257,Cliente 0257,true,d29c1d7128073d41014fa03f57737ceed317f16f5079a3558286225cd0657b8a
C0258,Cliente 0258,true,e5b18115c570045be2442212d763fab44bcddd7267edb3634dc4549bdce37ff0
C0259,Cliente 0259,true,bcc6bedda18633ad1d6dcb8309636500f57d90ee5d4b695bfc60930641793b04
C0260,Cliente 0260,false,11fe5ed3e0087789f9afec0cb2ba802d4cf34544b99d2ffc030c59048918aad7
C0261,Cliente 0261,false,dbfd28bb69f14b647658b8386c9da35240c1c7fde7ef84560841f16f531d4904
C0262,Cliente 0262,false,eed92733161ad606d89f779ac50bbbe48c70ca8113055444a3d574bb40af7d64
C0263,Cliente 0263,false,cbc99eb4872208b619519a1cd15a887b97d9fc0d974260070de7201b7a92b6b2
C0264,Cliente 0264,true,4100390cb1b93e146a9e7b99d733fddc703ce818c1e7ea46a45f2a19a882e4ec
C0265,Cliente 0265,false,1874e631ede2fe6849cd185ecac0342b0886bade5b68dd3251e7140ea0fa9cc4
C0266,Cliente 0266,false,a72eb717af26a18987e243a23d1e13d5ddf1f1786080a81b6f374e3e14814b59
C0267,Cliente 0267,false,5e1ccec749dd79776dcd774c3ff6ff8c8e0cc1a104c98261b37f932125a35d06
C0268,Cliente 0268,false,3353d8ab472ba1b5180c6f06ed51889449f9f09bca85e9921ae08616f0ffbf04
C0269,Cliente 0269,false,dd40fc23fb0e3ae3d910b3b50408f2eb88e09c8fc2c268daa79ad65f88e9d65b
C0270,Cliente 0270,true,d3b679729fadb3a24b820562f83a08cad9aa8f239f2c47d379717b0c1b64db8f
C0271,Cliente 0271,false,cefe07033075cb188197fa3ea1249b934dc2647a2a81b072ca6a2df9ca5f0718
C0272,Cliente 0272,true,9ba2c2a727c02dd9579f20acc3b3f953c13c2c9d8a532e5fabfe709538f9f98e
C0273,Cliente 0273,false,4f043e07dc50ab8bdcf339337a73f4b1717a2186745dea28a5e97c2dc5a79bd7
C0274,Cliente 0274,false,945eb5b129f5b041c091b0c66f700dc3dc5b700944919a34188521ded765b125
C0275,Cliente 0275,true,41c7e6cffd0dd997dda34ede563a6ae249b6f1479a90f13a035a5a0723598796
C0276,Cliente 0276,true,a03507974694969507d568241ca0dac0e9b938a151caf66307ac1ae107f1dc81
C0277,Cliente 0277,true,62172aef8513216dea20e71bcff3c3639f7ea996a9218f9633bdf92944aea580
C0278,Cliente 0278,false,02a4eb034710a9e602f51a92b310fc4f0486c1c4fe310190d604afa3523a672b
C0279,Cliente 0279,true,b8be46d6a55dde1164793d34cd911547817ed779970b2c8d76bdffdd57ac0db3
C0280,Cliente 0280,false,b8995f2a6a1c0868f5567cb7b96881a5a03d717565b3d9250737d9b975757998
C0281,Cliente 0281,false,97389371e6c0ab597324e861d5ca7b5e7c2e2a0afe4920f1f65fd1f95d3d0bd2
C0282,Cliente 0282,true,3ba0ce667d4aeb318c6913819802dc5cf2937e7f28c3ebf30c67e261aee038e3
C0283,Cliente 0283,false,edcfe13f82a5ce8591c75066898522fa07782ae7dca0465ecf1fe574c99ee10b
C0284,Cliente 0284,true,c8bb578817a666a4bac1cfa812d3ba258d0ddc6541d1ce9270dd5eec945ab5b3
C0285,Cliente 0285,false,95e57875565e027de0b9adf30be0da902ca29b38cf07f11774a5d83abff0f323
C0286,Cliente 0286,false,d7a8b4e0ab095fb8642627b43da66d5ba9caf63d8bee208c818896a039199f2b
C0287,Cliente 0287,false,ea4de3be20e483fc5235197032266badb2e07eac178a7dc779cb43ea612354ec
C0288,Cliente 0288,true,5696fdd374d7894701d9145015e22c3823de58dd97ba89dacb06f81912af3865
C0289,Cliente 0289,false,351989546862f8fa89c9340c4e8a0c64d4075121899be5c2e871af59aedad05d
C0290,Cliente 0290,true,c02e7377cdee8362286f6d61e4d77ed4d41e38df01cb9478e26fd1f30e389d55
C0291,Cliente 0291,true,a9e0daf26321232f093a55bb988516c16c65a97bf52641aa8696037e82eeb696
C0292,Cliente 0292,false,e26a13b2a40b4e5bd7af59ed8e1c4243007ef5dcae7f4624cef46edd8eff31e9
C0293,Cliente 0293,false,16c1e0dc2a2d92975c2e0d14b4733d86803e9541ca3b79781db73f4bad235efe
C0294,Cliente 0294,true,2f7702d398c65538f18ff13e8064e0e4d90f2e1969c80c65717551afb02368e8
C0295,Cliente 0295,false,de6c2262aca5e15be2be923ea3e2d5939df75ad96197fc2030a1a57da07d9af5
C0296,Cliente 0296,false,abba70ceab97b4dd02c537e81861209076a2f77c094f2d80a30dcbc5d68e994f
C0297,Cliente 0297,false,607715305fb2380070782d0a5fa1c8e659a79dede27967beed0b3e1efab6b92d
C0298,Cliente 0298,true,fbef45444a52e1306f71dbc5dcab68ff3665706a24b2383a017efa67e07732ee
C0299,Cliente 0299,true,1bc1fe81e7ba9ab1186bf3eae4536d9129d03035ea363e5b951342ebe6993ad1
C0300,Cliente 0300,false,96010e2f4ad4df9d39cb8cb70efc76ddec06a0ad47a096af8a2abaf1da82036c
C0301,Cliente 0301,false,2d9d20f775fdd428dfbd79a5a5465dbca40fd1c94fb5510c1eb43823d27912a9
C0302,Cliente 0302,false,6ad6998bd8a740fefd3c13a0f0bb0ddfefe0a2838e5e8103f8084d0afeb09a34
C0303,Cliente 0303,false,ec60034abea833fb083b2f77ca614ac2a6539a4434d00d1cb1d0428cd500c018
C0304,Cliente 0304,false,aa79d8b84612652da8c1fe3adc9c48ff95f3356c56dd8f9ddd2686ed56f489dd
C0305,Cliente 0305,true,eec7d0f22dd76bce76fadddef9f2a8c9d2b0166de0f98e8e702ec7b92e63219b
C0306,Cliente 0306,true,17362ce841c67b67918d1888434f27f8c82203b1c5a5267adda4e74951c75961
C0307,Cliente 0307,false,9c8ef3d7f7b81345d28135c546028e2f15f90a7ffbacc4b524538f4b2cb6c327
C0308,Cliente 0308,false,c90effced5e054f9742b6cfbea8c64245d01a26c5151c758306791cf1715091b
C0309,Cliente 0309,false,bfeff510c9c669fd741b96db3b33959cb900bafd8ace2e07e52258878620342a
C0310,Cliente 0310,false,e3beeac580a420c44f70e96a526073faac83533e5d2073f004cc59e2a8bc9abc
C0311,Cliente 0311,false,431d2083743a8147283f450f4063f5be00dfe2bc067d0b1d13d2f00ffe8a6fe3
C0312,Cliente 0312,true,36791878c85807ee3d89e153e5f9312b094fb25f20e4df212802530324f05d9a
C0313,Cliente 0313,true,9f57914c0ad121ef79f4890a10ff2aeaed923237ae11801e3415feac189417ad
C0314,Cliente 0314,true,2b9baf0af941828dfbc9bdda5b9fd501b1998f764f2560fc8e241abf631fdde1
C0315,Cliente 0315,false,a205d915696b9b3cda4f0bcb5f47b4c94946a82ce189fe1594711c4c59dc26ba
C0316,Cliente 0316,false,c5c0a71967e150d611887e5e11bc2f5f5ea83d9e5d4fe56f16c47f17261c1c33
C0317,Cliente 0317,false,e7d5d7c30e6935bb402d3267211b80af8a31c4d94219f8e14634bfc8c57d4be5
C0318,Cliente 0318,false,a0e0bc889392f89934d776ee790921d40fedde360969b4904a3ddda5591e2624
C0319,Cliente 0319,true,27ec04979d362728090273b5890b96f8fdb192a1f08b36b417bac3813f8d3ce9
C0320,Cliente 0320,false,d568d6084180127e312e6af106388fa0241a9605bf5f9b71a83d96651d749db9
C0321,Cliente 0321,false,83ad527cb5cf1e103ef19512c38dc3406e1ea9abec4085ef2e2e6e1501a56a64
C0322,Cliente 0322,false,8e0d9234190901e7f63910a44b7be4e123e92c224430b58e0957ace705871c3f
C0323,Cliente 0323,false,2c3056df68bca5cc25b579407213874894e7f29aa83e0d6291c3e20060bf2fd3
C0324,Cliente 0324,false,b9359ca59fbf7b1de0baad3c0979e6965c6eb32b823854d561f41589b58bc770
C0325,Cliente 0325,true,94589d1047f75c30c87adb4e232178e31b6ad776ba616e9a745c6ba24b810b36
C0326,Cliente 0326,false,c8276f66ec5514ca071f5060c424d2411fa18dddb67da29434147595e0670a78
C0327,Cliente 0327,false,48f588a5e67a13b91dc7ac10e4326c2684adb248142a1e248574f079e8206410
C0328,Cliente 0328,false,97db722f62241229f38e084bf37496877d4cbae89599bed61646ea42ff630d89
C0329,Cliente 0329,false,baa9fd3b2579723812a44485c414a973e034266c4c292284a8c39ecba664e8e3
C0330,Cliente 0330,false,782b88a9ca9ce1e29392996a8229282737761c8a8d257544877724736cfb14e2
C0331,Cliente 0331,false,303645fc11e9d7ea70252255bf23dff7a3a2482077bac99fd6e1bbd5ed423a10
C0332,Cliente 0332,true,afc401339f51a7a271e871436e19131c7d658b2a3caee32b940872de08dafb8f
C0333,Cliente 0333,false,aba2196a61d1ab19e9165d634503f86acfde51785d4344fd3f7088866e5e9a3a
C0334,Cliente 0334,true,f9667915afaf8a7acfd544e420fef1a648119666ea2686eb5d8209cf26010163
C0335,Cliente 0335,false,95a3851501a7a621d0d12276316bc3f429c95ff98e7f6411dfc2af1ae9bae085
C0336,Cliente 0336,false,433b9a8381700fd5b07a42b081bfd4bcaf667057ed922ec37977619d22b56ab3
C0337,Cliente 0337,true,ca71578a1cbf2287c41abe2ce77107fddd9e39b3cd19793f149a20f98e17130d
C0338,Cliente 0338,false,7c3fa382d3c61b0305c26c0429afd8f17b3623eff4c015b5f699d32c0c17f670
C0339,Cliente 0339,false,ed63db90006a477460fba7e33c1ea47c4a56e7cd234561dbb36ba91a1c320fb7
C0340,Cliente 0340,false,82e7720e22dd7dcf5067bba4391ab6543f6abdea31e6e72941d5b72cef0fc676
C0341,Cliente 0341,false,c7e45a221056acf23bc525d06517fce5ead78019f542d04a82edf2df66b7a10c
C0342,Cliente 0342,true,06cb79f9fe5d986d7b72b0a2a13f7cd5f05214c5ce1aacf5ca0ea45a497ef723
C0343,Cliente 0343,true,528776db87519e37e7b38498819fc698c8f3cba1216501c54122f73d233ebdf9
C0344,Cliente 0344,true,18dac8f856af719c6afe1b3ba43056dd527e9c7c6309176803dd0f4d41a9d6d6
C0345,Cliente 0345,false,18ef6c75a40c60ddc59370116e24cebfe25889ce3594a2d7d05db2f84517acbf
C0346,Cliente 0346,false,022fa09f0570e27cc26d428657b8409b60007012cd4c1086f0ade956206991dd
C0347,Cliente 0347,false,abaef143c271c5a5a83927eb9d1b191b837c7935ca32981d239f3fda4e65e154
C0348,Cliente 0348,true,2b9e672eea0080aed76e27077b5f88038d1d87e0dffa7f0222c51edbd3ae5414
C0349,Cliente 0349,false,015a02f470c7d2e43d82be2bc122ce3de47a76aaced47cb85025b3f5ec458621
C0350,Cliente 0350,false,2212f3987d250e604543a7dc3d822d8b9223b88d0dfd0487ad5d34c0af9eb7a8
C0351,Cliente 0351,false,86ff89be68ef0ddae935970f5fbbc739847cc6d6c1b8daeeb2a26134af3a7953
C0352,Cliente 0352,false,ee959f8e71cd7103ca9322fcd8b98c66132dd33483d079410583efea921fe53d
C0353,Cliente 0353,false,038df4e6143013f2846fad8a9844e7f31c342ed23be3b03b5c26319b94722a4f
C0354,Cliente 0354,true,1aab6345a1efcc1e1ccda181e9ed2e9b8b3292cd33f7179d0afa682254908655
C0355,Cliente 0355,false,81e322028616f74c59986aadeb24aac205446c76adc5c70e4a311d277677d286
C0356,Cliente 0356,true,5157e16acd119d9756a70bea8ecd8b6bed49b122fe00ba2fda622dd82dc5fce4
C0357,Cliente 0357,false,cd3d42fe398bda4b99d55f50df3c01d73f2090e487c1e5e5f58699276d8a8312
C0358,Cliente 0358,true,87143bec7879527022b162ed2cda1339047b9a9675d5103384ddf5871b34e317
C0359,Cliente 0359,true,3a10c1f21b259ff3be2856c68b8200ecd74237e071207a56d6bfa867dde09a1c
C0360,Cliente 0360,false,334ea088a16863d0cd78ce216bf797b26fe92d2e259d26e27f67d162eb6c50cf
C0361,Cliente 0361,false,44b41586a0e3703baf772a649cdbcbece74e97663a309a137db4eeefa678d039
C0362,Cliente 0362,false,4a7f36eb87f7e9d1fe50485607724684b2dff1242f8bbb31a33d72737f744831
C0363,Cliente 0363,false,d5493b03eab445b76bcc822ee23bb6fd7863850484e706e73d5ac08cc0556e04
C0364,Cliente 0364,false,d15257ca80bc202260ef318a1877e2288410b048dc460ddf457069cf78154bab
C0365,Cliente 0365,false,7e29d43b9d30ddde957b41163ecdeceff775a49c17c05f218d089a9bd58db1f2
C0366,Cliente 0366,false,4e838fcb7403cea5f1402d9f7922993824b1df47397d2d9b9441cf95e5400746
C0367,Cliente 0367,true,955e8ff178cec2ad79b3a420dc13f1960ec86fdd769b6a875181bb429117c902
C0368,Cliente 0368,false,5580c6c968aadbf4c741d347b09bc776b2ef74b615fc16d8f50ec5284d0740c6
C0369,Cliente 0369,true,82b622232694e8a17e2f3a67499872e8e5d79357364dd692b4e3db68a24252f6
C0370,Cliente 0370,false,892790021af3298ad7bbcf6224dc9e4e57ca0fc09797ee653145aaddf106a868
C0371,Cliente 0371,false,2934a33953bc2a0d714a3f358998a0e13bb30218f67b01f66ff403ce95939b62
C0372,Cliente 0372,false,ded4463457b2eda436fb040be9d17c763b81efd4d66df5f82d6d83a5af727e3d
C0373,Cliente 0373,false,b5ba4bfd8fdf45a87a286973fdba9666c40dbaf58b1560a52ee44439b68c3e57
C0374,Cliente 0374,false,38a0f8b18644b52d96329bb7307b138b656558ceb98ac9b93a5e421e74aab096
C0375,Cliente 0375,false,4dc09ef07a9ed755cbe1b9f99629be35e3ab0311eb9dae18d974b6bc17303971
C0376,Cliente 0376,true,7af54d2b25caff599c3aaa7f8d4ce09116414380785c0070f6dc55fccd26ef09
C0377,Cliente 0377,false,24f0168baae4b5b35b57dea5671ca01b88cc648cdb708e5a1409af158a80528d
C0378,Cliente 0378,false,12d12ee24db2213b24971b37aa537c19492581d58327b5aa7a7a503e057caf38
C0379,Cliente 0379,false,d9a09fe8c81f89d2e5ecfc3cc88a6dfbf83b788fdefbea9eba585c3c6ab28b84
C0380,Cliente 0380,false,4833db0cb06aa3ef59d1303a61dfb53ba68009381e8c212e66f9c0b1b82bb260
C0381,Cliente 0381,false,c8e36631937cc1bcd70f04fbeb9ccdf36be1a7ca3f72398f170ff4d846b6b262
C0382,Cliente 0382,false,6dbee09c04cb67ffa29e6174d5d0de3f2f897fef1c95bff7d1b9df77fccb38e8
C0383,Cliente 0383,false,1f225ab658789f8e66ce3a65f117eab1d7dec8f2db964b8ec0f61c8988f3588b
C0384,Cliente 0384,false,8d7523229e828ae632ec2c2a402d8094870889c744208500c109a2c2e671d748
C0385,Cliente 0385,false,e1c5a042274728f4539fd0dfec1f0510af0211d0d38911769a2df27b71ba33dd
C0386,Cliente 0386,true,0f9563bd684fbead02531b75231f8834d645b6b30665fc92b60bef5836147075
C0387,Cliente 0387,true,d6d5e9a0c442270b38f2ef0b25647443dae5da74b2cd36400ce33349b1863d56
C0388,Cliente 0388,false,bcc2b6f5af0e1ed24a0a7ffd65aac0a1f65eca55b306fba4c6dc3247e8c97f3b
C0389,Cliente 0389,false,28cb8334e54c3f8197d9eef248647a6e6f274b48841cff0713ac224667fe51be
C0390,Cliente 0390,false,a9c8e97bd476bd229361aef61f5707f90e8467e4b2f4b5e0b43d799afc9ff31a
C0391,Cliente 0391,false,38caf08b3004abbbc4a8bcd63100a7faa061e5657b93200919c7e207aca32107
C0392,Cliente 0392,false,2c1d8717c29b3272149b3c0fdae3b83c8c81fa3a7a7ed91d9a75338673dbf8c9
C0393,Cliente 0393,false,b333c53492c3caa05f15b592e5c20ce6e6b1289b806327acd50c924939b7b103
C0394,Cliente 0394,false,93606dd902a39044dd974213d9dc744b2a5a137f1f9170775620094f54da3c16
C0395,Cliente 0395,true,e494d8d2dd61e5359ff7a243854520c9b89cbb6ceda5c4a2d373852deb74be3a
C0396,Cliente 0396,true,8564d3f5afc3814a0238d5adcb6a3dfe6c26d88dc1db786a7761052695c40a8a
C0397,Cliente 0397,false,957bb23a727c934d3f00022c7c56badd78cfaef9339113d68bc11839ae0d6350
C0398,Cliente 0398,false,233a9beaf8c7985a8316186a02240ecd89dcf649c671322e0933ad95236672d6
C0399,Cliente 0399,false,79233127b293fa31267229e7c0d639864def6e1c3970b8a36d97844572396a95
C0400,Cliente 0400,false,f32afd1b447390d107e335e8b1c804c2981ee316bf548800f48486c5ba01b403
C0401,Cliente 0401,false,924aee9f9ce31b33b2c8f066affbe8c0ac3ebdbcc853eb6bea9c442f93e1b449
C0402,Cliente 0402,true,9d7163af86d54da748b90e3b3cf881b87b0dbda8c6e8268fa2b02d8956eef32f
C0403,Cliente 0403,false,a6210fed0326d7f01ee63c4721aa1ae81afc0fdb67a2ddc4af6fa66a6afc8569
C0404,Cliente 0404,false,e72f17d3b18339ad089b43d9bc1b9bffd3baa3c8491757ef6f6d2114193abb11
C0405,Cliente 0405,false,ae6950bc5b5f963977d8e9a7b143496d762902193f4ecd9b5635711063ee157f
C0406,Cliente 0406,true,2f8aff600c4be53ca1dc3b10145532056a7c8dfa42ef45dd2b77f5a6078d6760
C0407,Cliente 0407,true,af493c399c11de14fa3ab6d06e00a50583babad66afcac505ba8b749fafafde0
C0408,Cliente 0408,false,29922c8ada835f692c1ab21d0010d5f023a1c51357d90bb880ecced49c44fde7
C0409,Cliente 0409,false,a54d92e6dd982a6ea197965a52c701ab2c057d485b7690d3a56012b40685a0bc
C0410,Cliente 0410,false,5a06193ffd8f96c3b1644d0232a1e78276fc5de182d48202f06cde138755f426
C0411,Cliente 0411,false,3cc5cda3d2782b5e3b1bdb54acb3a0dc304849cfe832f4dd460e0abdcd16f852
C0412,Cliente 0412,false,8359966ae72e802e61bea16180e5d7e845a3c235c306557898e3455d9a851e46
C0413,Cliente 0413,false,1814b0639d766c4c8194cbe81f4ca6c91c2a64ac690104602f4ef2901973af2e
C0414,Cliente 0414,true,5a776dd79301af165bd5855ba660a9d65c695af768f6d1af4d803785552a5532
C0415,Cliente 0415,true,2bb178d5ab86840053288ff9fd9db66428676bebc9b91cabf1d3cf8052f8c642
C0416,Cliente 0416,true,b2eaa1a796bfe1ebf1d0720ad23f0e592cbdfd5661c2af7b6c1f652abe62fb3c
C0417,Cliente 0417,true,53507f18ead3ea7f5fbd96f305322f790361512ecc6a417160c1735a9a72e109
C0418,Cliente 0418,false,7456a7386c767a13ed40bb2e49001ffab1c9433d83734c739271fe94e9e5bc92
C0419,Cliente 0419,false,f36836949ff64ca611503a303b41edceaa991152504b8f4eff137bb79efea078
C0420,Cliente 0420,true,292f4034c736a4020f52dfc90f16895e67a13c8105165f888ef0bb14cf482063
C0421,Cliente 0421,false,0dfe001ca88fc8ae2abf6331c2e78131ddba97b470ef748357c89357b0a9df5a
C0422,Cliente 0422,false,7eb66cba76974d49ae435e7f7715b66740bf2945b7a744bb6e818eaedf822272
C0423,Cliente 0423,true,787956e8f6b50cbeb43d89457537508d99654cc3c9320e93dfb2ac2a1417fa01
C0424,Cliente 0424,false,c7e780479bebd1211f337936be0e78bffaea9a9efe553275064ea0a791e0d221
C0425,Cliente 0425,false,15dd7137d3380a810883a49cbdb908c699e00a842519204c24ba3100d2c32a43
C0426,Cliente 0426,true,3f950681c7cf14896476b389cb34f2bc329fb650d386023831925a49139eef8a
C0427,Cliente 0427,false,b5ceb1a045e20ab6497bb89fc3e96ad3bad5ff912e0027adf9599a041143ca2d
C0428,Cliente 0428,true,7b5af528ae53556362713957c56f112ea15090b3659770ede5646a915caf9d2a
C0429,Cliente 0429,false,3749f95c767280060f42c92c21960d11c82fa5b36aef9637d664420ab59a1b6d
C0430,Cliente 0430,false,46c737fffcfbd1833e48c795ae5f3bbc1514719d679e9a912eb3cf8e25134417
C0431,Cliente 0431,true,fdd9941d4d61b8774d36cbc5172f9f8f1f5f76970e97cd8409a99f72d1f7554f
C0432,Cliente 0432,false,683abdd16c153cb0d718c572353278dbea6ab0d749df36f1d70f37448e40085e
C0433,Cliente 0433,true,0ccccb56d04daac7fd661fb465c951c9239871e6573abfae7b1858e4d46d0967
C0434,Cliente 0434,false,f03ef68c8b50496340d1f00f66fb78463b04c3176ca564e5128c1d3253585473
C0435,Cliente 0435,false,1a9f35190e72f6c278a2a0f4972208f7643bb0b3af0be7f9c6394292e86b488a
C0436,Cliente 0436,true,b47dc125c6ee8ce74abeb8b0ea36bf4b9c75dc9562601c16d32fac4df4c337a7
C0437,Cliente 0437,true,d832e1f3e30ec0f463ca801d6aa67c84224fdc0f9d7ed84bf2525aa8b871a75e
C0438,Cliente 0438,false,22cbc7229553fd99468852947287aa11a4e9a062352b15e24d1f1b0250b4fa9b
C0439,Cliente 0439,false,2ead813a44329f9f722ad4801d3de49cab8b85ffc904ed22668041f210f73016
C0440,Cliente 0440,false,fca08c2140b66cf067dd4894d244adc63bf74403abda2b6bbda50379799e4923
C0441,Cliente 0441,false,ffddbc1ab0c088d356c164ef6af7875948a5b72003cf962f9c8b3fb3b79133e5
C0442,Cliente 0442,false,81bbb6c0f6286c0ac95551bde6cc95aef3b7d658d6b3842c63e6e3419a25ab29
C0443,Cliente 0443,false,8772d6022e2179ebbe3ffdd4ef0657800036ab9bf89ce42ac5c298b0adf034eb
C0444,Cliente 0444,false,d846b7e7257bddc0fb5b3708489b2fb6015b77bbcedc77a380ef39019c11d624
C0445,Cliente 0445,false,7002131491d6106c8ca3344954c45b11fc18cab61824eea7f725e44902b57927
C0446,Cliente 0446,false,2b2af34b7a621cd734e5b07ccfb93d83dab2c02fd911d57a93fa70482b9fd7db
C0447,Cliente 0447,false,9451e0f283459536fd5f25deed276d0e6dfd699c24f0be3cb6b06efff8ccbc1e
C0448,Cliente 0448,false,6aebff2222954d3474818620aaf204f9a7ecf4cdd009ff682fb470f064dd7e0f
C0449,Cliente 0449,false,9ce57d98acb7e07e3e68a23f92fbe91c775da685318f9b0e215801a0e049ad1a
C0450,Cliente 0450,false,cfa3de774e7157e129ad13061bc2e11e3e78bd1290e3c702916cf1a148640906
C0451,Cliente 0451,false,1098cc64255a3caad74911dd1920873bcd184dccd320353004f179ad67e8d1db
C0452,Cliente 0452,false,8cde11623a1d44a6c4549d6589edea557812eb818d8afb6e59d3348a47d242b0
C0453,Cliente 0453,false,0322b8cb989f948901836de13d17cae7092901d9e28129f0b6d9adced1afe859
C0454,Cliente 0454,true,9376aa9e255bbe54b6a9aa5f5ba46471a3a1d6b1b7d6c0203156bb0dea3bfb9c
C0455,Cliente 0455,true,28f3100e4530f0dfeb2bc31ab69ce1c7ee23ba9e6d6aa39613981b3c13b6ac2f
C0456,Cliente 0456,false,d325d94c8863ad9e56b76cc542d2da5705ecea512bdd7ff16e8e10296dc288cd
C0457,Cliente 0457,false,dda97c3eca5efcdb6df75622b42f66065ee4e98f5ce68cbfa73cbcfdfe73c32b
C0458,Cliente 0458,false,a33ba22872368cd54961a5320b46550cfa3663c2a0ea178d05e08c7578c0e24a
C0459,Cliente 0459,false,61941cc3a7083dab16f2cad8517f6250f87cf5ec637b1cd3806baa61e77d28e5
C0460,Cliente 0460,true,fb403984b89c4f1f0df786b2c73e9915f61ae3285e06da2f3ca9cd7e59df6c94
C0461,Cliente 0461,true,17f0993f71f779f67b10743d6e803aef9533dd34b44a3b355c5593af3d3a9f9d
C0462,Cliente 0462,true,25b37729925aa8f412334a585bfea102a9e715c51be8a39c4b2ce94e0d139525
C0463,Cliente 0463,true,b5cbd68069735c6627b6b63964595afeedc89d77e99d13755c00b0e5b05ad8a6
C0464,Cliente 0464,false,d29639ed57ee446bed9a2993599c85a3f88c644dc766971ae24579f21200b31a
C0465,Cliente 0465,false,a49b2bcf157af3f1feac90bc26e5968882f850c4c982eef0c6223b0c06b0e0fa
C0466,Cliente 0466,true,8dba3e0ed223bf25f811787051f28b24b4cc148d785ea3d19b48651bb987b5bc
C0467,Cliente 0467,true,3629c543d628fe5ace12dcaf188fcd4e543607c12776c85948b5f64192972314
C0468,Cliente 0468,false,fad635789715f430472ac6b58958476ec1b7e56ae63c5c517013800d8d4c62db
C0469,Cliente 0469,false,bc6d89439feb5d00daa69bedfd2adbfa8848e51d664d83ea631a91fe82f0e6f0
C0470,Cliente 0470,true,6dc44359d4721e2bd5ab5bdf11f00ba9479b7bbceea638155aef44147bee21c1
C0471,Cliente 0471,false,73b1f13ab9cfce140df53841e0c94a5ad96d08ff8f5af5b2fcfe773b955493b6
C0472,Cliente 0472,false,100b1b770d39184defc0cf9db299ee28439cbc17a96368e67b6b81d6c1f57666
C0473,Cliente 0473,false,7342a3b5d5308e9ab5d4b01333b4acb344b23e47b8dae981effa98d17df56620
C0474,Cliente 0474,true,f7edd0d237d810a68ef22ed18af4fcefaea2a421344ca88568bd1664ce0e0bd4
C0475,Cliente 0475,false,301675f0bd65df52f0ac38facc3f349c4da3d074709f527dfbbe028101047e54
C0476,Cliente 0476,false,182201801719314099eede6b4ac1420b9ea6bb0426bae56e477cb3d03d3694bc
C0477,Cliente 0477,false,d9d41b9ba0717365c397f9886722e843e03df8b31bf1e95022284234a350fa55
C0478,Cliente 0478,false,1dfa22a455786aa24bfca4c8f135ebf834f663605f8130a1e52d8acfd2b16813
C0479,Cliente 0479,false,4d2b67e3bd8c48799911a2bff19dace61a8e66bdef766013f095b3a32897097e
C0480,Cliente 0480,false,6ad927ea7ab31d9a2011ee8e112fea3d43d7c9b7bc772eca0233e22181047a29
C0481,Cliente 0481,false,86ec406f08b0e07c6620d1e79c0f9f30193d6153352c5ec7c770038b66bce8d6
C0482,Cliente 0482,true,8f7afd5c0fdf67cdc9dce54ea1f246cfcd437cf7cd94582b0605a028f38b45c8
C0483,Cliente 0483,false,e8eb150a0442d809aa5ed082152f93a92ac0776d70d8fff3f70a7dcd167ed0b8
C0484,Cliente 0484,false,e2712d7e4658a1c346cb3bfbf6eecd3b2ee916465654d73c4d0c3dc5d8d5f64d
C0485,Cliente 0485,false,1906160bc0fa5e86a16c02adec1cb797abd63d71586d07106f5d1cef1f038dfd
C0486,Cliente 0486,false,80afde877b376495e3ff5e94debcf07cf583c7292afde07a4d4afbf13de44309
C0487,Cliente 0487,false,adb5185346db940767809e462f6802758330769e7270de21780b92ab878bcf65
C0488,Cliente 0488,false,58e32f7fe63a587e7460d91f0c4708d8c599cdd7f07bdf5f2da33f584c9ec4c4
C0489,Cliente 0489,false,173a5ef22d4e672669615fb6e6d913f9cc8d5669655459f8e4a156a771a5ecec
C0490,Cliente 0490,false,1c61961527dd3e6b7a910ff298cd9f120a6f49d9f72109f8bc3f32c9be08558e
C0491,Cliente 0491,true,dc19891b40bd67c1f5af6e538174c2e9d561d5313070a8d0dea96395945a0304
C0492,Cliente 0492,true,526b1f760dd5b9a9fc3903d130fd8f2ff7958f7643a92753ba9550c60ec026a1
C0493,Cliente 0493,false,3be9ea9b98c0e042ad0f93efff6dce2e9093ff5abba478116aa4544c2d9b8a2d
